Product_ID,Product_Name,Category_0_percent,Category_1_percent,Category_2_percent,Category_3_percent,Category_4_percent,Category_5_percent
0,WOWOW,0.09133333333333334,0.5933333333333334,0.10033333333333333,0.215,0.31533333333333335,0.6846666666666666
1,スカパー,0.09533333333333334,0.5953333333333334,0.09733333333333333,0.212,0.30933333333333335,0.6906666666666667
2,TSUTAYA ディスカス,0.06,0.696,0.12566666666666668,0.11833333333333333,0.244,0.756
3,Netflix,0.05333333333333334,0.748,0.10633333333333334,0.09233333333333334,0.19866666666666666,0.8013333333333333
4,Hulu,0.07033333333333333,0.695,0.10166666666666667,0.133,0.23466666666666666,0.7653333333333333
5,ディアボーテ HIMAWARI,0.03966666666666667,0.7996666666666666,0.06866666666666667,0.092,0.16066666666666668,0.8393333333333334
6,ジュレーム,0.060333333333333336,0.715,0.10433333333333333,0.12033333333333333,0.22466666666666665,0.7753333333333333
7,ラックス ルミニーク,0.064,0.7233333333333334,0.09033333333333333,0.12233333333333334,0.21266666666666667,0.7873333333333333
8,ボタニスト,0.06466666666666666,0.705,0.08266666666666667,0.14766666666666667,0.23033333333333333,0.7696666666666667
9,Essential,0.08566666666666667,0.6813333333333333,0.064,0.169,0.233,0.767
10,TSUBAKI,0.09066666666666667,0.6386666666666667,0.06566666666666666,0.205,0.27066666666666667,0.7293333333333333
11,PANTENE,0.089,0.6026666666666667,0.069,0.23933333333333334,0.30833333333333335,0.6916666666666667
12,いち髪 スタイリングシリーズ,0.072,0.6816666666666666,0.11533333333333333,0.131,0.24633333333333332,0.7536666666666667
13,リーゼ スタイリングシリーズ,0.071,0.6656666666666666,0.116,0.14733333333333334,0.2633333333333333,0.7366666666666667
14,サラ スタイリングシリーズ,0.069,0.6803333333333333,0.11766666666666667,0.133,0.25066666666666665,0.7493333333333333
15,マシェリ スタイリングシリーズ,0.065,0.6953333333333334,0.11133333333333334,0.12833333333333333,0.23966666666666667,0.7603333333333333
16,ハーゲンダッツ ミニカップ バニラ,0.07266666666666667,0.16666666666666666,0.04666666666666667,0.714,0.7606666666666667,0.23933333333333334
17,ハーゲンダッツ ミニカップ ストロベリー,0.08,0.23366666666666666,0.06166666666666667,0.6246666666666667,0.6863333333333334,0.31366666666666665
18,ハーゲンダッツ ミニカップ グリーンティー,0.09033333333333333,0.295,0.05733333333333333,0.5573333333333333,0.6146666666666667,0.38533333333333336
19,ハーゲンダッツ ミニカップ チョコレートブラウニー,0.07266666666666667,0.27266666666666667,0.06566666666666666,0.589,0.6546666666666666,0.3453333333333333
20,ヤクルト400,0.08666666666666667,0.4703333333333333,0.11666666666666667,0.3263333333333333,0.443,0.557
21,ジョア,0.09466666666666666,0.46,0.112,0.3333333333333333,0.44533333333333336,0.5546666666666666
22,明治プロビオヨーグルトR-1 ドリンクタイプ,0.07866666666666666,0.44733333333333336,0.11066666666666666,0.36333333333333334,0.474,0.526
23,明治プロビオヨーグルトLG21 ドリンクタイプ,0.08166666666666667,0.499,0.116,0.30333333333333334,0.41933333333333334,0.5806666666666667
24,明治ブルガリアヨーグルト ドリンクタイプ,0.09333333333333334,0.406,0.11266666666666666,0.388,0.5006666666666667,0.49933333333333335
25,恵 ガセリ菌SP株ヨーグルト ドリンクタイプ,0.08,0.5933333333333334,0.11933333333333333,0.20733333333333334,0.32666666666666666,0.6733333333333333
26,ガーナ,0.09133333333333334,0.2793333333333333,0.057666666666666665,0.5716666666666667,0.6293333333333333,0.37066666666666664
27,meijiシリーズ,0.08533333333333333,0.23533333333333334,0.056666666666666664,0.6226666666666667,0.6793333333333333,0.32066666666666666
