Product_ID,Product_Name,Category_0_percent,Category_1_percent,Category_2_percent,Category_3_percent,Category_4_percent,Category_5_percent
0,WOWOW,0.10933333333333334,0.5196666666666667,0.09266666666666666,0.2783333333333333,0.371,0.629
1,スカパー,0.116,0.5276666666666666,0.08566666666666667,0.27066666666666667,0.35633333333333334,0.6436666666666667
2,TSUTAYA ディスカス,0.068,0.6833333333333333,0.12,0.12866666666666668,0.24866666666666667,0.7513333333333333
3,Netflix,0.06366666666666666,0.7176666666666667,0.09966666666666667,0.119,0.21866666666666668,0.7813333333333333
4,Hulu,0.08233333333333333,0.6386666666666667,0.099,0.18,0.279,0.721
5,ディアボーテ HIMAWARI,0.021666666666666667,0.9286666666666666,0.030666666666666665,0.019,0.049666666666666665,0.9503333333333334
6,ジュレーム,0.04733333333333333,0.8506666666666667,0.067,0.035,0.102,0.898
7,ラックス ルミニーク,0.04766666666666667,0.849,0.072,0.03133333333333333,0.10333333333333333,0.8966666666666666
8,ボタニスト,0.055,0.8316666666666667,0.07366666666666667,0.03966666666666667,0.11333333333333333,0.8866666666666667
9,Essential,0.068,0.8533333333333334,0.042666666666666665,0.036,0.07866666666666666,0.9213333333333333
10,TSUBAKI,0.06833333333333333,0.8523333333333334,0.042,0.037333333333333336,0.07933333333333334,0.9206666666666666
11,PANTENE,0.079,0.8106666666666666,0.05433333333333333,0.056,0.11033333333333334,0.8896666666666667
12,いち髪 スタイリングシリーズ,0.051333333333333335,0.8103333333333333,0.098,0.04033333333333333,0.13833333333333334,0.8616666666666667
13,リーゼ スタイリングシリーズ,0.05266666666666667,0.8053333333333333,0.095,0.047,0.142,0.858
14,サラ スタイリングシリーズ,0.054,0.813,0.09433333333333334,0.03866666666666667,0.133,0.867
15,マシェリ スタイリングシリーズ,0.053,0.813,0.09,0.044,0.134,0.866
16,ハーゲンダッツ ミニカップ バニラ,0.13366666666666666,0.634,0.07933333333333334,0.153,0.23233333333333334,0.7676666666666667
17,ハーゲンダッツ ミニカップ ストロベリー,0.11433333333333333,0.707,0.07866666666666666,0.1,0.17866666666666667,0.8213333333333334
18,ハーゲンダッツ ミニカップ グリーンティー,0.086,0.76,0.07066666666666667,0.08333333333333333,0.154,0.846
19,ハーゲンダッツ ミニカップ チョコレートブラウニー,0.06766666666666667,0.781,0.076,0.07533333333333334,0.15133333333333332,0.8486666666666667
20,ヤクルト400,0.06366666666666666,0.7613333333333333,0.09666666666666666,0.07833333333333334,0.175,0.825
21,ジョア,0.06366666666666666,0.7733333333333333,0.09,0.073,0.163,0.837
22,明治プロビオヨーグルトR-1 ドリンクタイプ,0.07233333333333333,0.6956666666666667,0.09333333333333334,0.13866666666666666,0.232,0.768
23,明治プロビオヨーグルトLG21 ドリンクタイプ,0.063,0.7826666666666666,0.082,0.07233333333333333,0.15433333333333332,0.8456666666666667
24,明治ブルガリアヨーグルト ドリンクタイプ,0.07833333333333334,0.7093333333333334,0.10266666666666667,0.10966666666666666,0.21233333333333335,0.7876666666666666
25,恵 ガセリ菌SP株ヨーグルト ドリンクタイプ,0.05566666666666667,0.811,0.08433333333333333,0.049,0.13333333333333333,0.8666666666666667
26,ガーナ,0.09266666666666666,0.6906666666666667,0.072,0.14466666666666667,0.21666666666666667,0.7833333333333333
27,meijiシリーズ,0.097,0.6766666666666666,0.09066666666666667,0.13566666666666666,0.22633333333333333,0.7736666666666666
28,ポッキーシリーズ,0.10633333333333334,0.6956666666666667,0.063,0.135,0.198,0.802
29,キットカット,0.11,0.633,0.069,0.188,0.257,0.743
30,ダース,0.09,0.7563333333333333,0.058,0.09566666666666666,0.15366666666666667,0.8463333333333334
31,タフマン,0.05566666666666667,0.8416666666666667,0.06466666666666666,0.038,0.10266666666666667,0.8973333333333333
32,リポビタンD,0.08333333333333333,0.732,0.07066666666666667,0.114,0.18466666666666667,0.8153333333333334
33,オロナミンC,0.08533333333333333,0.7343333333333333,0.07366666666666667,0.10666666666666667,0.18033333333333335,0.8196666666666667
34,チオビタドリンク,0.06666666666666667,0.7626666666666667,0.10966666666666666,0.061,0.17066666666666666,0.8293333333333334
35,アリナミンＶ,0.05333333333333334,0.7923333333333333,0.11,0.044333333333333336,0.15433333333333332,0.8456666666666667
36,レッドブル,0.056666666666666664,0.7513333333333333,0.10866666666666666,0.08333333333333333,0.192,0.808
37,ストナリニS,0.02,0.8483333333333334,0.114,0.017666666666666667,0.13166666666666665,0.8683333333333333
38,アレジオン10,0.018666666666666668,0.8426666666666667,0.12066666666666667,0.018,0.13866666666666666,0.8613333333333333
39,クラリチンEX,0.016666666666666666,0.8593333333333333,0.11133333333333334,0.012666666666666666,0.124,0.876
40,パブロン鼻炎カプセルSα,0.024333333333333332,0.8363333333333334,0.12033333333333333,0.019,0.13933333333333334,0.8606666666666667
41,アレグラFX,0.022,0.8216666666666667,0.13366666666666666,0.02266666666666667,0.15633333333333332,0.8436666666666667
42,マキアージュ ドラマティックパウダリーUV,0.105,0.832,0.042,0.021,0.063,0.937
43,ベネフィーク ハイドロジーニアス,0.108,0.855,0.024,0.013,0.037,0.963
44,アルビオン エクラフチュール,0.109,0.8533333333333334,0.024,0.013666666666666667,0.03766666666666667,0.9623333333333334
45,コスメデコルテ モイスチュアリポソーム,0.10666666666666667,0.856,0.024666666666666667,0.012666666666666666,0.037333333333333336,0.9626666666666667
46,プリマヴィスタ きれいな素肌質感パウダーファンデーション,0.10266666666666667,0.8366666666666667,0.043,0.017666666666666667,0.06066666666666667,0.9393333333333334
47,アクアレーベルの化粧水,0.021,0.9286666666666666,0.036333333333333336,0.014,0.050333333333333334,0.9496666666666667
48,肌ラボの化粧水,0.024333333333333332,0.9146666666666666,0.03966666666666667,0.021333333333333333,0.061,0.939
49,キュレルの化粧水,0.019333333333333334,0.9296666666666666,0.035666666666666666,0.015333333333333332,0.051,0.949
50,インテグレート リアルフィットリキッド,0.019333333333333334,0.9236666666666666,0.03866666666666667,0.018333333333333333,0.057,0.943
51,ケイト パウダレスリキッド,0.018666666666666668,0.9246666666666666,0.04066666666666666,0.016,0.056666666666666664,0.9433333333333334
52,ちふれ,0.058333333333333334,0.7466666666666667,0.07833333333333334,0.11666666666666667,0.195,0.805
53,オルビス,0.057666666666666665,0.7656666666666667,0.07733333333333334,0.09933333333333333,0.17666666666666667,0.8233333333333334
54,ケイト,0.05733333333333333,0.703,0.06866666666666667,0.171,0.23966666666666667,0.7603333333333333
55,タウンワーク,0.035666666666666666,0.869,0.08166666666666667,0.013666666666666667,0.09533333333333334,0.9046666666666666
56,フロム・エー　ナビ,0.030333333333333334,0.879,0.08033333333333334,0.010333333333333333,0.09066666666666667,0.9093333333333333
57,an,0.03233333333333333,0.8783333333333333,0.079,0.010333333333333333,0.08933333333333333,0.9106666666666666
58,バイトル,0.035,0.873,0.08133333333333333,0.010666666666666666,0.092,0.908
59,マイナビバイト,0.034,0.8763333333333333,0.079,0.010666666666666666,0.08966666666666667,0.9103333333333333
60,LINEバイト,0.032,0.8783333333333333,0.079,0.010666666666666666,0.08966666666666667,0.9103333333333333
61,ENEOSの電力販売,0.06266666666666666,0.059666666666666666,0.084,0.7936666666666666,0.8776666666666667,0.12233333333333334
62,ソフトバンクの電力販売,0.06233333333333333,0.08333333333333333,0.07666666666666666,0.7776666666666666,0.8543333333333333,0.14566666666666667
63,auの電力販売,0.065,0.11366666666666667,0.102,0.7193333333333334,0.8213333333333334,0.17866666666666667
64,東京ガスの電力販売,0.04766666666666667,0.042,0.064,0.8463333333333334,0.9103333333333333,0.08966666666666667
65,東急の電力販売,0.061,0.43866666666666665,0.15,0.35033333333333333,0.5003333333333333,0.49966666666666665
